Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"162.10","Treponema phagedenis strain B43.1",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","B43.1",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512735","GCA_008153345.1",,"CP042818",,"Complete","PacBio","2308x","HGAP v. 4",,,1,3372116,39.907494,1,3372116,46,3,,3538,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:51:20.223Z","2019-10-02T02:51:20.223Z"
"162.13","Treponema phagedenis strain KS1",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","KS1",,,,,,,,,,,,,,,,,,,,"Good","2020-06-17T00:00:00Z",,,"PRJNA633710","SAMN14943778","GCA_013348685.1",,"CP054692",,"Complete","PacBio RSII; Illumina HiSeq","99.0x","Bowtie v. 2",,,1,3188924,40.130527,1,3188924,46,1,,3352,95.5,94.7,,,,"digital dermatitis lesion",,"2019-10-17",2019,,"South Korea","Asia","South Korea",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:Tissue sample","Whole genome sequence of Treponema phagedenis isolated from bovine digital dermatitis lesion in South Korea","2020-07-01T17:39:51.641Z","2020-07-01T17:39:51.641Z"
"162.14","Treponema phagedenis strain KS-1",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","KS-1",,,,,,,,,,,,,,,,,,,,"Good","2020-07-04T00:00:00Z",,,"PRJNA633710","SAMN15243124","GCA_013388315.1",,"CP058241",,"Complete","PacBio RSII; Illumina HiSeq","99.0x","HGAP v. 3; Mauve v. 2.3.1; Bowtie v. 2",,,1,3769422,40.028053,1,3769422,49,1,,4263,94.8,92.6,,,,"Bovine digital dermatitis",,"2019-10-17",2019,,"South Korea","Asia","South Korea",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:Tissue sample","Whole genome sequence of Treponema phagedenis isolated from bovine digital dermatitis lesion in South Korea","2020-07-28T05:18:13.702Z","2020-07-28T05:18:13.702Z"
"162.17","Treponema phagedenis strain T320A",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","T320A",,,,,,,,,,,,,,,,,,,,"Good","2021-03-03T00:00:00Z",,,"PRJNA434664","SAMN08567289","GCA_017161245.1",,"CP027018",,"Complete","454; Illumina MiSeq","1.0x","SPAdes v. 3.0.0; Newbler v. 2.0.00.20",,,1,3120315,39.925007,1,3120315,45,1,,3443,95,93.1,,,,"Dairy Farm, Merseyside, UK",,"2004",2004,,"United Kingdom","Europe","United Kingdom",,,,,,,,,,,"sample_type:bacterial cell culture","The first complete genome of a Treponema phagedenis phylogroup isolate, T320A, associated with bovine digital dermatitis in cattle and contagious ovine digital dermatitis in sheep.","2021-03-27T21:39:02.216Z","2021-03-27T21:39:02.216Z"
"162.18","Treponema phagedenis strain Reiter",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","Reiter",,,,,,,,,,,,,,,,,,,,"Good","2021-03-03T00:00:00Z",,,"PRJNA483221","SAMN09728851","GCA_017161285.1",,"CP031394",,"Complete","454; Illumina MiSeq","1.0x","SPAdes v. 3.0.0; Newbler v. 2.0.00.20",,,1,2880698,40.18731,1,2880698,45,1,,3110,94.9,93.1,,,,"syphilitic sore",,,,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture;collected_by:Hans Reiter","The complete genome of Treponema phagedenis","2021-03-27T21:38:59.600Z","2021-03-27T21:38:59.600Z"
"162.5","Treponema phagedenis strain S11.1",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","S11.1",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512742","GCA_008152505.1",,"CP042813",,"Complete","PacBio","2928x","HGAP v. 4",,,1,3436741,39.980057,1,3436741,46,3,,3704,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:49:46.747Z","2019-10-02T02:49:46.747Z"
"162.6","Treponema phagedenis strain S8.5",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","S8.5",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512741","GCA_008152665.1",,"CP042814",,"Complete","PacBio","2052x","HGAP v. 4",,,1,3244101,39.887844,1,3244101,45,3,,3491,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:50:12.273Z","2019-10-02T02:50:12.273Z"
"162.7","Treponema phagedenis strain S2.3",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","S2.3",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512740","GCA_008152825.1",,"CP042815",,"Complete","PacBio","1904x","HGAP v. 4",,,1,3446583,39.974113,1,3446583,46,3,,3725,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:50:14.861Z","2019-10-02T02:50:14.861Z"
"162.8","Treponema phagedenis strain B31.4",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","B31.4",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512739","GCA_008153055.1",,"CP042816",,"Complete","PacBio","514x","HGAP v. 4",,,1,3186808,39.933376,1,3186808,46,3,,3347,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:50:37.958Z","2019-10-02T02:50:37.958Z"
"162.9","Treponema phagedenis strain B36.5",,162,"131567;2;203691;203692;136;2845253;157;162","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema phagedenis","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema phagedenis","Complete","B36.5",,,,,,,,,,,,,,,,,,,,"Good","2019-08-30T00:00:00Z",,,"PRJNA559067","SAMN12512738","GCA_008153205.1",,"CP042817",,"Complete","PacBio","1587x","HGAP v. 4",,,1,3708782,39.954197,1,3708782,46,3,,4082,,,,,,,,"2018",2018,,"Switzerland","Europe","Switzerland",,"Bos taurus","Cow",,,,"Nonhuman Mammal",,,,"sample_type:tissue sample","Treponema phagedenis Genome sequencing","2019-10-02T02:51:16.662Z","2019-10-02T02:51:16.662Z"
