Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1003201.3","Rickettsia typhi str. TH1527",,1003201,"131567;2;1224;28211;766;775;33988;780;114292;785;1003201","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;Rickettsia typhi str. TH1527","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia typhi","Complete","TH1527",,,,,,,,,,,,,,,,," ",,"Representative","Good","2012-03-21T00:00:00Z",,,"PRJNA65219","SAMN02603529","GCA_000277285.1",,"CP003397.1",,"Complete",,,,,,1,1112372,28.9,1,1112372,33,3,,875,99.9,99.8,,100,,"blood of a human with murine typhus","isolated in April 1965 Thailand from blood of a human with murine typhus in the District Hospital in Chiang Rai Province, Thailand;  This as the first case of murine typhus reported in Thailand","1965",1965,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Rickettsia typhi strain TH1527 was isolated in April 1965 Thailand from blood of a human with murine typhus in the District Hospital in Chiang Rai Province, Thailand;  This as the first case of murine typhus reported in Thailand.  Patient diagnosed with bronchitis, fever of unknown origin, and no rash.  Isolate passaged 9 times in embyonated chicken eggs, 6 Vero E6 tissue culture passages, and pooled from 1-3 passages in mouse L929 cells.  Organism was purified from host cells by differential centrifugation and banding In Renografin density gradients and WNA was purified with Qiagen spin columns.Rickettsia. This genus, like other Rickettsial organisms such as Neorickettsia and Anaplasma, is composed of obligate intracellular bacteria. There are two groups, the spotted fever group, and the typhus group. The latter is composed of two organisms, Rickettsia prowazekii and Rickettsia typhi. The bacteria can be transmitted via an arthropod (tick, fleas, mites, and/or lice) to a host organism or maintained transstadially and transovarially in the arthropod.  When pathogenic in humans,  they target endothelial cells and sometimes macrophages. They attach via an adhesin, rickettsial outer membrane proteins A and/or B, and are internalized where they persist as cytoplasmically free organisms. Rickettsia typhi. This organism causes murine (endemic) typhus and is an obligate intracellular pathogen that infects both the flea vector and hosts such as humans, commonly  rats, and some other mammals. It is in the typhus group along with R. prowazekii, and genomic comparisons demonstrate colinearity and similarity to the genome of that organism except for two independent inversions near the origin and terminus. In the flea vector, the bacterium penetrates the gut epithelial barrier and is found in the feces which become infective. Rickettsia typhi strain TH1527. This is the first strain isolated in Thailand from a human case of murine typhus. ","2014-12-08T22:12:44.531Z","2015-03-16T03:17:09.594Z"
"1003202.3","Rickettsia typhi str. B9991CWPP",,1003202,"131567;2;1224;28211;766;775;33988;780;114292;785;1003202","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;Rickettsia typhi str. B9991CWPP","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia typhi","Complete","B9991CWPP",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA65221","SAMN02603530","GCA_000277305.1",,"CP003398.1",,"Complete",,,,,,1,1112957,28.9,1,1112957,33,3,,877,99.9,99.8,,100,,"Bandicoot rats (Bandicota sp","isolated from  Bandicoot rats (Bandicota sp","1970s",1970,,"Myanmar","Asia","Myanmar",,"Bandicoot rat, Bandicota sp",,,,,,,,,,"Rickettsia typhi strain B9991CWPP was isolated from  Bandicoot rats (Bandicota sp.) captured in Myanmar (Burma) in the 1970s.  Details of isolation and early yolk sac passage level are unknown; Plaque purified 3 times in primary chick fibroblasts; 2-3 yolk sac passages, and purified from 7th Vero E6 tissue culture passage.  Organism was purified from host cells by differential centrifugation and banding In Renografin density gradients and WNA was purified with Qiagen spin columns.Rickettsia. This genus, like other Rickettsial organisms such as Neorickettsia and Anaplasma, is composed of obligate intracellular bacteria. There are two groups, the spotted fever group, and the typhus group. The latter is composed of two organisms, Rickettsia prowazekii and Rickettsia typhi. The bacteria can be transmitted via an arthropod (tick, fleas, mites, and/or lice) to a host organism or maintained transstadially and transovarially in the arthropod.  When pathogenic in humans,  they target endothelial cells and sometimes macrophages. They attach via an adhesin, rickettsial outer membrane proteins A and/or B, and are internalized where they persist as cytoplasmically free organisms. Rickettsia typhi. This organism causes murine (endemic) typhus and is an obligate intracellular pathogen that infects both the flea vector and hosts such as humans, commonly  rats, and some other mammals. It is in the typhus group along with R. prowazekii, and genomic comparisons demonstrate colinearity and similarity to the genome of that organism except for two independent inversions near the origin and terminus. In the flea vector, the bacterium penetrates the gut epithelial barrier and is found in the feces which become infective. Rickettsia typhi strain B9991 CWPP. This is a plaque purified strain isolated from bandicoots (Bandicota sp.) trapped in Myanmar (Burma)","2014-12-08T22:12:44.520Z","2015-03-16T03:17:09.594Z"
"1032845.11","Rickettsia heilongjiangensis 054",,1032845,"131567;2;1224;28211;766;775;33988;780;114277;781;226665;1032845","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia conorii;Rickettsia conorii subsp. heilongjiangensis;Rickettsia conorii subsp. heilongjiangensis 054","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia conorii","Complete","54",,,,,,,,,,,,,,,,,,,,"Good","2011-07-22T00:00:00Z","21914880",,"PRJNA66907","SAMN02602971","GCA_000221205.1",,"CP002912",,"Complete",,,,,,1,1278471,32.32,1,1278471,33,3,,1562,99.9,99.7,,100,,,,,,,,,,,,,,,,,,,,,"Project description not provided.","2014-12-08T22:12:44.155Z","2015-03-16T03:17:09.594Z"
"109232.6","Rickettsia monacensis IrR/Munich",,109232,"131567;2;1224;28211;766;775;33988;780;114277;109232","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia monacensis","Bacteria",,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia monacensis","Complete","IrR/Munich",,,,,,,,,,,,,,,,,,,"Representative","Good","2016-11-03T00:00:00Z",,,"PRJEB4369","SAMEA4532341","GCA_000499665.2",,"LN794217",,,,,,,,1,1353450,32.390484,1,1353450,32,3,,1755,99.4,98.7,3.2,98.6,,,,,,,,,,,,,,,,,,,,,,"2022-11-30T21:00:13.102Z","2022-11-30T21:00:13.102Z"
"1105094.3","Rickettsia prowazekii str. Chernikova",,1105094,"131567;2;1224;28211;766;775;33988;780;114292;782;1105094","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. Chernikova","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","Chernikova (RPC)",,,,,,,,,,,,,,,,," ",,"Representative","Good","2012-03-21T00:00:00Z",,,"PRJNA74999","SAMN02603542","GCA_000277165.1",,"CP003391.1",,"Complete",,,,,,1,1109804,29,1,1109804,33,3,,892,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Chernikova RPC.","2014-12-08T22:12:44.284Z","2015-03-16T03:17:09.594Z"
"1105095.3","Rickettsia prowazekii str. Katsinyian",,1105095,"131567;2;1224;28211;766;775;33988;780;114292;782;1105095","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. Katsinyian","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","Katsinyian (RPD)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA75001","SAMN02603543","GCA_000277185.1",,"CP003392.1",,"Complete",,,,,,1,1111454,29,1,1111454,33,3,,902,99.9,99.8,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Katsinyian (RPD).","2014-12-08T22:12:44.324Z","2015-03-16T03:17:09.594Z"
"1105096.3","Rickettsia prowazekii str. BuV67-CWPP",,1105096,"131567;2;1224;28211;766;775;33988;780;114292;782;1105096","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. BuV67-CWPP","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","BuV67-CWPP (RPE)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA75003","SAMN02603544","GCA_000277205.1",,"CP003393.1",,"Complete",,,,,,1,1111445,29,1,1111445,33,3,,901,99.8,99.8,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii BuV67-CWPP (RPE).","2014-12-08T22:12:44.265Z","2015-03-16T03:17:09.594Z"
"1105097.3","Rickettsia prowazekii str. Dachau",,1105097,"131567;2;1224;28211;766;775;33988;780;114292;782;1105097","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. Dachau","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","Dachau (RPF)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA75005","SAMN02603545","GCA_000277225.1",,"CP003394.1",,"Complete",,,,,,1,1109051,29,1,1109051,33,3,,907,99.8,99.6,1.6,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii Dachau (RPF).","2014-12-08T22:12:44.298Z","2015-03-16T03:17:09.594Z"
"1105098.3","Rickettsia prowazekii str. GvV257",,1105098,"131567;2;1224;28211;766;775;33988;780;114292;782;1105098","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. GvV257","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","GvV257 (RPG)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA75007","SAMN02603546","GCA_000277245.1",,"CP003395.1",,"Complete",,,,,,1,1111969,29,1,1111969,33,3,,902,99.8,99.7,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii GvV257 (RPG).","2014-12-08T22:12:44.315Z","2015-03-16T03:17:09.594Z"
"1105099.3","Rickettsia prowazekii str. RpGvF24",,1105099,"131567;2;1224;28211;766;775;33988;780;114292;782;1105099","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii;Rickettsia prowazekii str. RpGvF24","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia prowazekii","Complete","RpGvF24 (RPH)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA75009","SAMN02603547","GCA_000277265.1",,"CP003396.1",,"Complete",,,,,,1,1112101,29,1,1112101,33,3,,897,99.9,99.9,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia rickettsii RpGvF24 (RPH).","2014-12-08T22:12:44.365Z","2015-03-16T03:17:09.594Z"
