Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1003201.3","Rickettsia typhi str. TH1527",,1003201,"131567;2;1224;28211;766;775;33988;780;114292;785;1003201","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;Rickettsia typhi str. TH1527","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia typhi","Complete","TH1527",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-21T00:00:00Z",,,"PRJNA65219","SAMN02603529","GCA_000277285.1",,"CP003397.1",,"Complete",,,,,,1,1112372,28.9,1,1112372,33,3,,875,99.9,99.8,,100,,"blood of a human with murine typhus","isolated in April 1965 Thailand from blood of a human with murine typhus in the District Hospital in Chiang Rai Province, Thailand;  This as the first case of murine typhus reported in Thailand","1965",1965,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Rickettsia typhi strain TH1527 was isolated in April 1965 Thailand from blood of a human with murine typhus in the District Hospital in Chiang Rai Province, Thailand;  This as the first case of murine typhus reported in Thailand.  Patient diagnosed with bronchitis, fever of unknown origin, and no rash.  Isolate passaged 9 times in embyonated chicken eggs, 6 Vero E6 tissue culture passages, and pooled from 1-3 passages in mouse L929 cells.  Organism was purified from host cells by differential centrifugation and banding In Renografin density gradients and WNA was purified with Qiagen spin columns.Rickettsia. This genus, like other Rickettsial organisms such as Neorickettsia and Anaplasma, is composed of obligate intracellular bacteria. There are two groups, the spotted fever group, and the typhus group. The latter is composed of two organisms, Rickettsia prowazekii and Rickettsia typhi. The bacteria can be transmitted via an arthropod (tick, fleas, mites, and/or lice) to a host organism or maintained transstadially and transovarially in the arthropod.  When pathogenic in humans,  they target endothelial cells and sometimes macrophages. They attach via an adhesin, rickettsial outer membrane proteins A and/or B, and are internalized where they persist as cytoplasmically free organisms. Rickettsia typhi. This organism causes murine (endemic) typhus and is an obligate intracellular pathogen that infects both the flea vector and hosts such as humans, commonly  rats, and some other mammals. It is in the typhus group along with R. prowazekii, and genomic comparisons demonstrate colinearity and similarity to the genome of that organism except for two independent inversions near the origin and terminus. In the flea vector, the bacterium penetrates the gut epithelial barrier and is found in the feces which become infective. Rickettsia typhi strain TH1527. This is the first strain isolated in Thailand from a human case of murine typhus. ","2014-12-08T22:12:44.531Z","2015-03-16T03:17:09.594Z"
"100901.6","Wolbachia endosymbiont of Onchocerca ochengi strain wOo",,100901,"131567;2;1224;28211;766;942;952;953;2640676;100901","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Onchocerca ochengi","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Onchocerca ochengi","Complete","wOo",,,,,,,,,,,,,,,,,,,,"Good","2012-07-30T00:00:00Z",,,"PRJNA81837","SAMEA2272360","GCA_000306885.1",,"HE660029.1",,"Complete",,,,,,1,957990,32.1,1,957990,34,2,,886,97.8,97.6,0.6,96,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:13:49.255Z","2015-03-16T03:17:09.594Z"
"1036743.4","Rhodospirillum rubrum F11",,1036743,"131567;2;1224;28211;204441;41295;1081;1085;1036743","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum rubrum;Rhodospirillum rubrum F11","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillum","Rhodospirillum rubrum","Complete","F11",,,,,,,,,,,,,,,,,"ATCC 11170","Yes",,"Good","2011-09-15T00:00:00Z",,,"PRJNA67413","SAMN02603286","GCA_000225955.1",,"CP003046",,"Complete",,,,,,1,4352825,65.45,1,4352825,55,12,,3900,99.4,99.4,2,99,,,,,,,,,,,,,,,,,,,,,"F11 is a mutant strain of Rhodospirillum rubrum (ATCC 11170) with approximately 75 genomic nucleotide differences with the previously published wild type genome. The mutant phenotype is of interest as it cannot survive anaerobically, while the wild type strain can. This is relevant to the biosynthesis of rhodoquinone, a cofactor required for anaerobic growth and the malate dismutation pathway. F11 does not produce rhodoquinone due to one of these mutations.","2014-12-08T22:12:43.960Z","2015-03-16T03:17:09.594Z"
"1079.13","Blastochloris viridis strain ATCC 19567",,1079,"131567;2;1224;28211;356;2831090;59282;1079","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris;Blastochloris viridis","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Blastochloridaceae","Blastochloris","Blastochloris viridis","Complete","ATCC 19567",,,,,,,,,,,,,,,,,"ATCC 19567",,,"Good","2015-10-22T00:00:00Z",,,"PRJNA297399","SAMN04123293","GCA_001402875.1",,"CP012946",,"Complete","PacBio","226x","HGAP v. 3",,,1,3724841,67.93294,1,3724841,53,9,,3488,96.7,95.1,,,,"freshwater river biome",,"1966",1966,,"Germany","Europe","Germany: Dreisam River",,,,,,,,,,,"sample_type:Single cell","Blastochloris viridis ATCC19567 whole genome sequencing","2019-07-15T20:34:38.192Z","2019-07-15T20:34:38.192Z"
"109232.6","Rickettsia monacensis IrR/Munich",,109232,"131567;2;1224;28211;766;775;33988;780;114277;109232","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia monacensis","Bacteria",,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia monacensis","Complete","IrR/Munich",,,,,,,,,,,,,,,,,,,,"Good","2016-11-03T00:00:00Z",,,"PRJEB4369","SAMEA4532341","GCA_000499665.2",,"LN794217",,,,,,,,1,1353450,32.390484,1,1353450,32,3,,1755,99.4,98.7,3.2,98.6,,,,,,,,,,,,,,,,,,,,,,"2022-11-30T21:00:13.102Z","2022-11-30T21:00:13.102Z"
"109663.7","Wolbachia endosymbiont of Drosophila mauritiana strain wMau",,109663,"131567;2;1224;28211;766;942;952;953;2640676;109663","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Drosophila mauritiana","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Drosophila mauritiana","Complete","wMau",,,,"MLST.Wolbachia.15",,,,,,,,,,,,,,,,"Good","2019-04-16T00:00:00Z","30976027",,"PRJNA508212","SAMN10519765","GCA_004795975.1",,"CP034335",,"Complete","PacBio RSII","71.0x","canu v. v1.5",,,1,1273530,33.997,1,1273530,34,3,,1291,99.3,98.9,,,,,,"2018-07",2018,,"USA","North America","USA: Boston",,"Drosophila mauritiana",,,,,,,,,"sample_type:whole organism;biomaterial_provider:Frydman Lab, Boston University","Development of LEFT-SEQ (Large Enriched Fragment Targeted Sequencing) for Wolbachia genome assembly","2019-07-17T19:37:24.025Z","2019-07-17T19:37:24.025Z"
"1105107.3","Rickettsia canadensis str. CA410",,1105107,"131567;2;1224;28211;766;775;33988;780;1129742;788;1105107","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;belli group;Rickettsia canadensis;Rickettsia canadensis str. CA410","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia canadensis","Complete","CA410 (RCA)",,,,,,,,,,,,,,,,," ",,,"Good","2012-02-17T00:00:00Z",,,"PRJNA75029","SAMN02603555","GCA_000283915.1",,"CP003304.1",,"Complete",,,,,,1,1150228,31,1,1150228,33,3,,1130,99.6,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia canadensis CA410 (RCA).","2014-12-08T22:12:44.084Z","2015-03-16T03:17:09.594Z"
"1105109.3","Rickettsia slovaca str. D-CWPP",,1105109,"131567;2;1224;28211;766;775;33988;780;114277;35794;1105109","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia slovaca;Rickettsia slovaca str. D-CWPP","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia slovaca","Complete","D-CWPP (RSB)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-09T00:00:00Z",,,"PRJNA75033","SAMN02603557","GCA_000252365.1",,"CP003375.1",,"Complete",,,,,,1,1275720,32.5,1,1275720,33,3,,1598,99.9,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia slovaca D-CWPP (RSB).","2014-12-08T22:12:44.502Z","2015-03-16T03:17:09.594Z"
"1105110.3","Rickettsia australis str. Cutlack",,1105110,"131567;2;1224;28211;766;775;33988;780;114277;787;1105110","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia australis;Rickettsia australis str. Cutlack","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia australis","Complete","Cutlack (RAU)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-01T00:00:00Z",,,"PRJNA75037","SAMN02603558","GCA_000284155.1",,"CP003338.1,CP003339.1",,"Complete",,,,,1,2,1323280,32.3282,1,1296670,33,3,,1565,99.8,99.2,1.6,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia australis Cutlack (RAU).","2014-12-08T22:12:44.057Z","2015-03-16T03:17:09.594Z"
"1105111.3","Candidatus Rickettsia amblyommii str. GAT-30V",,1105111,"131567;2;1224;28211;766;775;33988;780;114277;33989;1105111","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia amblyommatis;Rickettsia amblyommatis str. GAT-30V","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia amblyommatis","Complete","GAT-30V (RAM)",,,,,,,,,,,,,,,,," ",,,"Good","2012-03-01T00:00:00Z",,,"PRJNA75043","SAMN02603561","GCA_000284055.1",,"CP003334.1,CP003337.1,CP003335.1,CP003336.1",,"Complete",,,,,3,4,1480884,32.4475,1,1407796,33,3,,1846,99.8,99.3,,100,,,,,,,,,,,,,,,,,,,,,"Complete and finished genome sequence of Rickettsia amblyommii GAT-30V (RAM).","2014-12-08T22:10:50.622Z","2015-03-16T03:17:09.594Z"
